id,url,final_url,label,label_name,brand,brand_normalized,page_type,screenshot_type,relative_path,title,timestamp,viewport_width,viewport_height,status_code,redirect_count,page_load_time_ms,file_size_bytes,image_width,image_height,image_hash,is_blank,is_captcha,is_error_page,source
f6c25b4bcf27a9d4,http://www.profactor.at/index.php?id=848&L=1,https://www.profactor.at/?id=848&L=1,0,legitimate,PROFACTOR,profactor,homepage,fullpage,legitimate/profactor/homepage/0ff23f55/fullpage.png,PROFACTOR,2026-06-27T11:13:56.387Z,1920,4034,200,2,10297,1318715,1920,4034,622b0b1bf0d0232b,false,false,false,csv
addeeddf1a2a99da,http://www.profactor.at/index.php?id=848&L=1,https://www.profactor.at/?id=848&L=1,0,legitimate,PROFACTOR,profactor,homepage,above_fold,legitimate/profactor/homepage/0ff23f55/above_fold.png,PROFACTOR,2026-06-27T11:13:56.387Z,1920,1080,200,2,10297,732511,1920,1080,160e6533232b0b13,false,false,false,csv
dfa39f3a113982d5,http://www.popest.ee/node/23,https://www.popest.ee/node/23,0,legitimate,Estonian Demographic Association,estonian_demographic_association,unknown,desktop,legitimate/estonian_demographic_association/unknown/a9811a74/desktop.png,Estonian Demographic Association - popest.ee,2026-06-27T11:14:42.513Z,1920,1080,200,1,6318,591103,1920,1080,17332713de6a6974,false,false,false,csv
fe030dbf1494a463,http://www.popest.ee/node/23,https://www.popest.ee/node/23,0,legitimate,Estonian Demographic Association,estonian_demographic_association,unknown,mobile,legitimate/estonian_demographic_association/unknown/a9811a74/mobile.png,Estonian Demographic Association - popest.ee,2026-06-27T11:14:42.513Z,1170,2532,200,1,6318,1095019,1170,2532,4d5578388f0f1394,false,false,false,csv
4a2fc8171f7b012b,http://www.popest.ee/node/23,https://www.popest.ee/node/23,0,legitimate,Estonian Demographic Association,estonian_demographic_association,unknown,fullpage,legitimate/estonian_demographic_association/unknown/a9811a74/fullpage.png,Estonian Demographic Association - popest.ee,2026-06-27T11:14:42.513Z,1920,2082,200,1,6318,960816,1920,2082,343313171713ca61,false,false,false,csv
4de13cf6b18910ea,http://www.popest.ee/node/23,https://www.popest.ee/node/23,0,legitimate,Estonian Demographic Association,estonian_demographic_association,unknown,above_fold,legitimate/estonian_demographic_association/unknown/a9811a74/above_fold.png,Estonian Demographic Association - popest.ee,2026-06-27T11:14:42.513Z,1920,1080,200,1,6318,591103,1920,1080,17332713de6a6974,false,false,false,csv
9727a8f5c7cbee1e,https://www.mbb.com,https://www.mbb.com/,0,legitimate,MBB SE,mbb_se,homepage,desktop,legitimate/mbb_se/homepage/2d243d5a/desktop.png,MBB SE,2026-06-27T11:16:30.185Z,1920,1080,200,0,16468,43769,1920,1080,0000000000000000,true,false,false,csv
d64cf7f4d3dbc01a,https://www.mbb.com,https://www.mbb.com/,0,legitimate,MBB SE,mbb_se,homepage,mobile,legitimate/mbb_se/homepage/2d243d5a/mobile.png,MBB SE,2026-06-27T11:16:30.185Z,1170,2532,200,0,16468,475993,1170,2532,2323232b0f3b3361,false,false,false,csv
7005ca3c91c59090,https://www.mbb.com,https://www.mbb.com/,0,legitimate,MBB SE,mbb_se,homepage,fullpage,legitimate/mbb_se/homepage/2d243d5a/fullpage.png,MBB SE,2026-06-27T11:16:30.185Z,1920,2801,200,0,16468,101940,1920,2801,0000000100000000,true,false,false,csv
0361bb529ff9e3b2,https://www.mbb.com,https://www.mbb.com/,0,legitimate,MBB SE,mbb_se,homepage,above_fold,legitimate/mbb_se/homepage/2d243d5a/above_fold.png,MBB SE,2026-06-27T11:16:30.185Z,1920,1080,200,0,16468,43769,1920,1080,0000000000000000,true,false,false,csv
0cce4707123ef9a5,https://www.spbstu.ru,https://www.spbstu.ru/,0,legitimate,Санкт,,homepage,desktop,legitimate/homepage/c271b39a/desktop.png,Санкт-Петербургский политехнический университет Петра Великого - Высшее образование в России,2026-06-27T11:17:36.692Z,1920,1080,200,2,22492,1362873,1920,1080,b33b2bd0acacf139,false,false,false,csv
bfa26277f1c7b7e9,https://www.spbstu.ru,https://www.spbstu.ru/,0,legitimate,Санкт,,homepage,mobile,legitimate/homepage/c271b39a/mobile.png,Санкт-Петербургский политехнический университет Петра Великого - Высшее образование в России,2026-06-27T11:17:36.692Z,1170,2532,200,2,22492,1266633,1170,2532,0d2b0d057545a8a1,false,false,false,csv
55e0b1a40fe2adb7,https://www.spbstu.ru,https://www.spbstu.ru/,0,legitimate,Санкт,,homepage,fullpage,legitimate/homepage/c271b39a/fullpage.png,Санкт-Петербургский политехнический университет Петра Великого - Высшее образование в России,2026-06-27T11:17:36.692Z,1920,2383,200,2,22492,1468890,1920,2383,5c4c270b332ba8a9,false,false,false,csv
5c5894fa8367a3d6,https://www.spbstu.ru,https://www.spbstu.ru/,0,legitimate,Санкт,,homepage,above_fold,legitimate/homepage/c271b39a/above_fold.png,Санкт-Петербургский политехнический университет Петра Великого - Высшее образование в России,2026-06-27T11:17:36.692Z,1920,1080,200,2,22492,1364546,1920,1080,b33b2bd0acacf139,false,false,false,csv
5799180b5c645d2d,https://www.spbstu.ru/structure/accounting_office/,https://www.spbstu.ru/structure/accounting_office/,0,legitimate,Санкт,,account,desktop,legitimate/account/20f7c5dc/desktop.png,Управление бухгалтерского учета,2026-06-27T11:17:57.116Z,1920,1080,200,4,13768,153589,1920,1080,9703033233231739,false,false,false,csv
742757c28e95ff98,https://www.spbstu.ru/structure/accounting_office/,https://www.spbstu.ru/structure/accounting_office/,0,legitimate,Санкт,,account,fullpage,legitimate/account/20f7c5dc/fullpage.png,Управление бухгалтерского учета,2026-06-27T11:17:57.116Z,1920,1921,200,4,13768,214445,1920,1921,5c4c649293333311,false,false,false,csv
ec831d53ba4fcf5b,https://www.spbstu.ru/structure/accounting_office/,https://www.spbstu.ru/structure/accounting_office/,0,legitimate,Санкт,,account,above_fold,legitimate/account/20f7c5dc/above_fold.png,Управление бухгалтерского учета,2026-06-27T11:17:57.116Z,1920,1080,200,4,13768,153589,1920,1080,9703033233231739,false,false,false,csv
bd7110e1522fda98,http://www2.mrc-lmb.cam.ac.uk,https://mrclmb.ac.uk/,0,legitimate,MRC Laboratory of Molecular Biology,mrc_laboratory_of_molecular_biology,homepage,desktop,legitimate/mrc_laboratory_of_molecular_biology/homepage/4ba42ee4/desktop.png,MRC Laboratory of Molecular Biology,2026-06-27T11:18:14.798Z,1920,1080,200,2,6079,895952,1920,1080,2d2f431c2f3b1a19,false,false,false,csv
98b966063cfca2ff,http://www2.mrc-lmb.cam.ac.uk,https://mrclmb.ac.uk/,0,legitimate,MRC Laboratory of Molecular Biology,mrc_laboratory_of_molecular_biology,homepage,mobile,legitimate/mrc_laboratory_of_molecular_biology/homepage/4ba42ee4/mobile.png,MRC Laboratory of Molecular Biology,2026-06-27T11:18:14.798Z,1170,2532,200,2,6079,1318114,1170,2532,c08013816d1797c1,false,false,false,csv
a55539cae820f853,http://www2.mrc-lmb.cam.ac.uk,https://mrclmb.ac.uk/,0,legitimate,MRC Laboratory of Molecular Biology,mrc_laboratory_of_molecular_biology,homepage,fullpage,legitimate/mrc_laboratory_of_molecular_biology/homepage/4ba42ee4/fullpage.png,MRC Laboratory of Molecular Biology,2026-06-27T11:18:14.798Z,1920,5608,200,2,6079,2102483,1920,5608,0601233b1b332f1d,false,false,false,csv
89dd009d048721d7,http://www2.mrc-lmb.cam.ac.uk,https://mrclmb.ac.uk/,0,legitimate,MRC Laboratory of Molecular Biology,mrc_laboratory_of_molecular_biology,homepage,above_fold,legitimate/mrc_laboratory_of_molecular_biology/homepage/4ba42ee4/above_fold.png,MRC Laboratory of Molecular Biology,2026-06-27T11:18:14.799Z,1920,1080,200,2,6079,896145,1920,1080,2d2f431c2f3b1a19,false,false,false,csv
648c8ddae09588d0,https://iuse.it,https://iuse.it/,0,legitimate,IUSE - Istituto Universitario di Studi Europei,iuse_istituto_universitario_di_studi_europei,homepage,desktop,legitimate/iuse_istituto_universitario_di_studi_europei/homepage/ad6e4826/desktop.png,Home - IUSE - Istituto Universitario di Studi Europei,2026-06-27T11:18:49.118Z,1920,1080,200,0,11232,131428,1920,1080,0c36c6c32327ecc4,false,false,false,csv
16d9dce860c9ad10,https://iuse.it,https://iuse.it/,0,legitimate,IUSE - Istituto Universitario di Studi Europei,iuse_istituto_universitario_di_studi_europei,homepage,mobile,legitimate/iuse_istituto_universitario_di_studi_europei/homepage/ad6e4826/mobile.png,Home - IUSE - Istituto Universitario di Studi Europei,2026-06-27T11:18:49.118Z,1170,2532,200,0,11232,287816,1170,2532,864d312861435ec5,false,false,false,csv
611ead04f409243c,https://iuse.it,https://iuse.it/,0,legitimate,IUSE - Istituto Universitario di Studi Europei,iuse_istituto_universitario_di_studi_europei,homepage,fullpage,legitimate/iuse_istituto_universitario_di_studi_europei/homepage/ad6e4826/fullpage.png,Home - IUSE - Istituto Universitario di Studi Europei,2026-06-27T11:18:49.118Z,1935,4914,200,0,11232,996000,1935,4914,083b2b0b18004664,false,false,false,csv
7d638f0d2f3364c0,https://iuse.it,https://iuse.it/,0,legitimate,IUSE - Istituto Universitario di Studi Europei,iuse_istituto_universitario_di_studi_europei,homepage,above_fold,legitimate/iuse_istituto_universitario_di_studi_europei/homepage/ad6e4826/above_fold.png,Home - IUSE - Istituto Universitario di Studi Europei,2026-06-27T11:18:49.118Z,1920,1080,200,0,11232,131428,1920,1080,0c36c6c32327ecc4,false,false,false,csv
aa75d28768229841,https://www.rockefellerfoundation.org,https://www.rockefellerfoundation.org/,0,legitimate,The Rockefeller Foundation,the_rockefeller_foundation,homepage,desktop,legitimate/the_rockefeller_foundation/homepage/9708d492/desktop.png,RF | Home | RF,2026-06-27T11:27:36.147Z,1920,1080,200,3,13856,71539,1920,1080,8f8b8b8b0083a340,false,false,false,csv
b765d70c1c7e37eb,https://www.rockefellerfoundation.org,https://www.rockefellerfoundation.org/,0,legitimate,The Rockefeller Foundation,the_rockefeller_foundation,homepage,mobile,legitimate/the_rockefeller_foundation/homepage/9708d492/mobile.png,RF | Home | RF,2026-06-27T11:27:36.147Z,1170,2532,200,3,13856,99592,1170,2532,98fc600020050b45,false,false,false,csv
30157ded32662f51,https://www.rockefellerfoundation.org,https://www.rockefellerfoundation.org/,0,legitimate,The Rockefeller Foundation,the_rockefeller_foundation,homepage,fullpage,legitimate/the_rockefeller_foundation/homepage/9708d492/fullpage.png,RF | Home | RF,2026-06-27T11:27:36.147Z,1920,6865,200,3,13856,646766,1920,6865,cc070033233b1b83,false,false,false,csv
7ba582a913fe4615,https://www.rockefellerfoundation.org,https://www.rockefellerfoundation.org/,0,legitimate,The Rockefeller Foundation,the_rockefeller_foundation,homepage,above_fold,legitimate/the_rockefeller_foundation/homepage/9708d492/above_fold.png,RF | Home | RF,2026-06-27T11:27:36.147Z,1920,1080,200,3,13856,71539,1920,1080,8f8b8b8b0083a340,false,false,false,csv
522c582977d66325,http://nybloodcenter.org,https://www.nybc.org/,0,legitimate,New York Blood Center (NYBC),new_york_blood_center_nybc,homepage,desktop,legitimate/new_york_blood_center_nybc/homepage/20e63ee9/desktop.png,Home Page - New York Blood Center (NYBC),2026-06-27T11:28:09.514Z,1920,1080,200,22,9766,1504995,1920,1080,a9a49617582951e1,false,false,false,csv
12fb7ea75184ade8,http://nybloodcenter.org,https://www.nybc.org/,0,legitimate,New York Blood Center (NYBC),new_york_blood_center_nybc,homepage,mobile,legitimate/new_york_blood_center_nybc/homepage/20e63ee9/mobile.png,Home Page - New York Blood Center (NYBC),2026-06-27T11:28:09.515Z,1170,2532,200,22,9766,1506013,1170,2532,0739711c26329ec5,false,false,false,csv
1ac34225c38bd0d5,http://nybloodcenter.org,https://www.nybc.org/,0,legitimate,New York Blood Center (NYBC),new_york_blood_center_nybc,homepage,fullpage,legitimate/new_york_blood_center_nybc/homepage/20e63ee9/fullpage.png,Home Page - New York Blood Center (NYBC),2026-06-27T11:28:09.515Z,1920,3316,200,22,9766,1789387,1920,3316,a8314f191ba41e69,false,false,false,csv
7e35c953b93ecd24,http://nybloodcenter.org,https://www.nybc.org/,0,legitimate,New York Blood Center (NYBC),new_york_blood_center_nybc,homepage,above_fold,legitimate/new_york_blood_center_nybc/homepage/20e63ee9/above_fold.png,Home Page - New York Blood Center (NYBC),2026-06-27T11:28:09.515Z,1920,1080,200,22,9766,1504995,1920,1080,a9a49617582951e1,false,false,false,csv
806ba47e91afb30a,http://www.pbrc.edu,https://www.pbrc.edu/,0,legitimate,Pennington Biomedical Research Center,pennington_biomedical_research_center,homepage,desktop,legitimate/pennington_biomedical_research_center/homepage/384dddcb/desktop.png,Pennington Biomedical Research Center,2026-06-27T11:28:13.897Z,1920,1080,200,1,14707,1963635,1920,1080,698d53113735bec5,false,false,false,csv
0175024bd5809cf9,http://www.pbrc.edu,https://www.pbrc.edu/,0,legitimate,Pennington Biomedical Research Center,pennington_biomedical_research_center,homepage,mobile,legitimate/pennington_biomedical_research_center/homepage/384dddcb/mobile.png,Pennington Biomedical Research Center,2026-06-27T11:28:13.897Z,1170,2532,200,1,14707,154254,1170,2532,a2b02dcd8ca16c44,false,false,false,csv
c273ec81568366fd,http://www.pbrc.edu,https://www.pbrc.edu/,0,legitimate,Pennington Biomedical Research Center,pennington_biomedical_research_center,homepage,fullpage,legitimate/pennington_biomedical_research_center/homepage/384dddcb/fullpage.png,Pennington Biomedical Research Center,2026-06-27T11:28:13.897Z,1920,4791,200,1,14707,1913438,1920,4791,1e69a2ae29218286,false,false,false,csv
8ea10e9e87f9fbc7,http://www.pbrc.edu,https://www.pbrc.edu/,0,legitimate,Pennington Biomedical Research Center,pennington_biomedical_research_center,homepage,above_fold,legitimate/pennington_biomedical_research_center/homepage/384dddcb/above_fold.png,Pennington Biomedical Research Center,2026-06-27T11:28:13.898Z,1920,1080,200,1,14707,764637,1920,1080,694d928686c8c6f5,false,false,false,csv
7ad59f7d90582567,https://www.pup.edu.ph,https://www.pup.edu.ph/,0,legitimate,edu,edu,homepage,desktop,legitimate/edu/homepage/5bbc8b3f/desktop.png,Polytechnic University of the Philippines,2026-06-27T11:28:38.119Z,1920,1080,200,29,11897,302187,1920,1080,080a616979797969,false,false,false,csv
752d43911e1d5b1a,https://www.pup.edu.ph,https://www.pup.edu.ph/,0,legitimate,edu,edu,homepage,mobile,legitimate/edu/homepage/5bbc8b3f/mobile.png,Polytechnic University of the Philippines,2026-06-27T11:28:38.119Z,1170,2532,200,29,11897,761663,1170,2532,aeae968e86968e86,false,false,false,csv
4adb0698df79471a,https://www.pup.edu.ph,https://www.pup.edu.ph/,0,legitimate,edu,edu,homepage,fullpage,legitimate/edu/homepage/5bbc8b3f/fullpage.png,Polytechnic University of the Philippines,2026-06-27T11:28:38.119Z,1920,3624,200,29,11897,788654,1920,3624,509f10730d0f7979,false,false,false,csv
0ebf4a449169a9a7,https://www.pup.edu.ph,https://www.pup.edu.ph/,0,legitimate,edu,edu,homepage,above_fold,legitimate/edu/homepage/5bbc8b3f/above_fold.png,Polytechnic University of the Philippines,2026-06-27T11:28:38.119Z,1920,1080,200,29,11897,302187,1920,1080,080a616979797969,false,false,false,csv
09308d2f18d4822a,http://www.popcouncil.org,https://popcouncil.org/,0,legitimate,Population Council – Ideas. Evidence. Impact.,population_council_ideas_evidence_impact,homepage,desktop,legitimate/population_council_ideas_evidence_impact/homepage/4f2fa7bd/desktop.png,"An equitable and sustainable future for everyone, everywhere",2026-06-27T11:28:39.114Z,1920,1080,200,3,10459,338528,1920,1080,a3730b7474643341,false,false,false,csv
7205bbe219675f0f,http://www.popcouncil.org,https://popcouncil.org/,0,legitimate,Population Council – Ideas. Evidence. Impact.,population_council_ideas_evidence_impact,homepage,mobile,legitimate/population_council_ideas_evidence_impact/homepage/4f2fa7bd/mobile.png,"An equitable and sustainable future for everyone, everywhere",2026-06-27T11:28:39.114Z,1170,2532,200,3,10459,233265,1170,2532,4d610d45f6643c71,false,false,false,csv
941f2c4342b81191,http://www.popcouncil.org,https://popcouncil.org/,0,legitimate,Population Council – Ideas. Evidence. Impact.,population_council_ideas_evidence_impact,homepage,fullpage,legitimate/population_council_ideas_evidence_impact/homepage/4f2fa7bd/fullpage.png,"An equitable and sustainable future for everyone, everywhere",2026-06-27T11:28:39.114Z,1920,5732,200,3,10459,1104897,1920,5732,c3809be42c23a374,false,false,false,csv
b6bbe3fb32deb2d9,http://www.popcouncil.org,https://popcouncil.org/,0,legitimate,Population Council – Ideas. Evidence. Impact.,population_council_ideas_evidence_impact,homepage,above_fold,legitimate/population_council_ideas_evidence_impact/homepage/4f2fa7bd/above_fold.png,"An equitable and sustainable future for everyone, everywhere",2026-06-27T11:28:39.114Z,1920,1080,200,3,10459,338528,1920,1080,a3730b7474643341,false,false,false,csv
da9f026c059bd7ec,http://www.lunenfeld.ca,https://www.lunenfeld.ca/,0,legitimate,lunenfeld,lunenfeld,homepage,desktop,legitimate/lunenfeld/homepage/81e520cf/desktop.png,| Lunenfeld-Tanenbaum Research Institute,2026-06-27T11:28:57.021Z,1920,1080,200,1,21896,514842,1920,1080,06868e8e1216b616,false,false,false,csv
d01e5af72029fe46,http://www.lunenfeld.ca,https://www.lunenfeld.ca/,0,legitimate,lunenfeld,lunenfeld,homepage,mobile,legitimate/lunenfeld/homepage/81e520cf/mobile.png,| Lunenfeld-Tanenbaum Research Institute,2026-06-27T11:28:57.021Z,1170,2532,200,1,21896,969831,1170,2532,1753133125257b4f,false,false,false,csv
b4effa355ae2dd3a,http://www.lunenfeld.ca,https://www.lunenfeld.ca/,0,legitimate,lunenfeld,lunenfeld,homepage,fullpage,legitimate/lunenfeld/homepage/81e520cf/fullpage.png,| Lunenfeld-Tanenbaum Research Institute,2026-06-27T11:28:57.021Z,1920,2941,200,1,21896,1526497,1920,2941,06069f969f8e9e36,false,false,false,csv
cb474de97d28868e,http://www.lunenfeld.ca,https://www.lunenfeld.ca/,0,legitimate,lunenfeld,lunenfeld,homepage,above_fold,legitimate/lunenfeld/homepage/81e520cf/above_fold.png,| Lunenfeld-Tanenbaum Research Institute,2026-06-27T11:28:57.021Z,1920,1080,200,1,21896,514842,1920,1080,06868e8e1216b616,false,false,false,csv
d6d6630f251c99cc,http://www.ski.org,https://www.ski.org/,0,legitimate,Smith-Kettlewell Eye Research,smith_kettlewell_eye_research,homepage,desktop,legitimate/smith_kettlewell_eye_research/homepage/b16b732d/desktop.png,Home | Smith-Kettlewell Eye Research,2026-06-27T11:28:58.061Z,1920,1080,200,2,10705,735423,1920,1080,9b9a1b2f3d3b3b63,false,false,false,csv
7131ef5071e7b5d0,http://www.ski.org,https://www.ski.org/,0,legitimate,Smith-Kettlewell Eye Research,smith_kettlewell_eye_research,homepage,mobile,legitimate/smith_kettlewell_eye_research/homepage/b16b732d/mobile.png,Home | Smith-Kettlewell Eye Research,2026-06-27T11:28:58.061Z,1170,2532,200,2,10705,1224023,1170,2532,3aca9ceee8d2d349,false,false,false,csv
719bdb538489c40b,http://www.ski.org,https://www.ski.org/,0,legitimate,Smith-Kettlewell Eye Research,smith_kettlewell_eye_research,homepage,fullpage,legitimate/smith_kettlewell_eye_research/homepage/b16b732d/fullpage.png,Home | Smith-Kettlewell Eye Research,2026-06-27T11:28:58.061Z,1920,5851,200,2,10705,1913544,1920,5851,d418a72738181b3b,false,false,false,csv
51e5a85cdb8ee8cd,http://www.ski.org,https://www.ski.org/,0,legitimate,Smith-Kettlewell Eye Research,smith_kettlewell_eye_research,homepage,above_fold,legitimate/smith_kettlewell_eye_research/homepage/b16b732d/above_fold.png,Home | Smith-Kettlewell Eye Research,2026-06-27T11:28:58.061Z,1920,1080,200,2,10705,735423,1920,1080,9b9a1b2f3d3b3b63,false,false,false,csv
d3f32fdbbc18fd9b,https://www.pup.edu.ph/about/,https://www.pup.edu.ph/about/,0,legitimate,edu,edu,account,desktop,legitimate/edu/account/f47ce81d/desktop.png,PUP : About PUP,2026-06-27T11:28:58.717Z,1920,1080,200,14,13527,251454,1920,1080,1b8303930b0b1343,false,false,false,csv
5e801cc63e38e96f,https://www.pup.edu.ph/about/,https://www.pup.edu.ph/about/,0,legitimate,edu,edu,account,fullpage,legitimate/edu/account/f47ce81d/fullpage.png,PUP : About PUP,2026-06-27T11:28:58.717Z,1920,4081,200,14,13527,572759,1920,4081,509c0b4303038703,false,false,false,csv
49e397981e14cf80,https://www.pup.edu.ph/about/,https://www.pup.edu.ph/about/,0,legitimate,edu,edu,account,above_fold,legitimate/edu/account/f47ce81d/above_fold.png,PUP : About PUP,2026-06-27T11:28:58.717Z,1920,1080,200,14,13527,251454,1920,1080,1b8303930b0b1343,false,false,false,csv
45d3bf19a8af9b6d,http://www.ssrc.org,https://www.ssrc.org/,0,legitimate,Social Science Research Council (SSRC),social_science_research_council_ssrc,homepage,desktop,legitimate/social_science_research_council_ssrc/homepage/a080a5b0/desktop.png,Social Science Research Council (SSRC) | Social science for the public good,2026-06-27T11:29:01.292Z,1920,1080,200,1,14183,636241,1920,1080,8ccec8ccc4ccccd6,false,false,false,csv
f84356ecd8931567,http://www.ssrc.org,https://www.ssrc.org/,0,legitimate,Social Science Research Council (SSRC),social_science_research_council_ssrc,homepage,mobile,legitimate/social_science_research_council_ssrc/homepage/a080a5b0/mobile.png,Social Science Research Council (SSRC) | Social science for the public good,2026-06-27T11:29:01.292Z,1170,2532,200,1,14183,634616,1170,2532,0928388e1a366e2a,false,false,false,csv
ec78fe708631ba00,http://www.ssrc.org,https://www.ssrc.org/,0,legitimate,Social Science Research Council (SSRC),social_science_research_council_ssrc,homepage,fullpage,legitimate/social_science_research_council_ssrc/homepage/a080a5b0/fullpage.png,Social Science Research Council (SSRC) | Social science for the public good,2026-06-27T11:29:01.292Z,1920,3391,200,1,14183,629888,1920,3391,d484000010c2c4cc,false,false,false,csv
1c7351aee541e7e3,http://www.ssrc.org,https://www.ssrc.org/,0,legitimate,Social Science Research Council (SSRC),social_science_research_council_ssrc,homepage,above_fold,legitimate/social_science_research_council_ssrc/homepage/a080a5b0/above_fold.png,Social Science Research Council (SSRC) | Social science for the public good,2026-06-27T11:29:01.292Z,1920,1080,200,1,14183,635257,1920,1080,8ccec8ccc4ccccd6,false,false,false,csv
18b7c8bd7bea4b8e,https://www.ski.org/wp-login.php,https://www.ski.org/login/,0,legitimate,Smith-Kettlewell Eye Research,smith_kettlewell_eye_research,login,desktop,legitimate/smith_kettlewell_eye_research/login/920e3dbe/desktop.png,Log In | Smith-Kettlewell Eye Research,2026-06-27T11:29:17.758Z,1920,1080,200,1,9247,84922,1920,1080,72d6d4c1c0c10163,false,false,false,csv
d0894bfbaed57ae8,https://www.ski.org/wp-login.php,https://www.ski.org/login/,0,legitimate,Smith-Kettlewell Eye Research,smith_kettlewell_eye_research,login,fullpage,legitimate/smith_kettlewell_eye_research/login/920e3dbe/fullpage.png,Log In | Smith-Kettlewell Eye Research,2026-06-27T11:29:17.758Z,1920,1118,200,1,9247,85354,1920,1118,71d6d6e9c0c82963,false,false,false,csv
503a2c4e1f81f7b9,https://www.ski.org/wp-login.php,https://www.ski.org/login/,0,legitimate,Smith-Kettlewell Eye Research,smith_kettlewell_eye_research,login,above_fold,legitimate/smith_kettlewell_eye_research/login/920e3dbe/above_fold.png,Log In | Smith-Kettlewell Eye Research,2026-06-27T11:29:17.758Z,1920,1080,200,1,9247,84922,1920,1080,72d6d4c1c0c10163,false,false,false,csv
